               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  96,            0.018396,           0.0086938,           0.0015202,             0.84657,              0.9062,             0.91643,             0.53138,            0.028604,            0.016582,           0.0069621,           0.0052975,           0.0052975,           0.0052975
                  97,            0.017263,           0.0090229,           0.0014921,             0.81899,             0.88424,             0.93458,             0.52699,            0.029215,            0.016716,           0.0076037,            0.005248,            0.005248,            0.005248
                  98,            0.018976,           0.0085922,           0.0011601,             0.86707,             0.84848,             0.92632,             0.56376,            0.029275,            0.016576,            0.008002,           0.0051985,           0.0051985,           0.0051985
                  99,             0.01865,           0.0090363,           0.0014359,             0.89747,             0.83412,             0.94207,             0.52552,            0.028993,            0.016734,           0.0074868,            0.005149,            0.005149,            0.005149
                 100,            0.018541,           0.0089323,           0.0012341,             0.84883,             0.89001,             0.94505,             0.55383,            0.029789,            0.016891,            0.006623,           0.0050995,           0.0050995,           0.0050995
                 101,            0.020239,           0.0094939,           0.0014112,              0.9645,             0.78287,             0.94115,              0.5457,            0.029794,            0.016964,           0.0061236,             0.00505,             0.00505,             0.00505
                 102,            0.018611,           0.0097651,           0.0015374,             0.92898,             0.76778,             0.93231,             0.56862,             0.03024,            0.017007,           0.0059103,           0.0050005,           0.0050005,           0.0050005
                 103,            0.017425,            0.009266,           0.0012961,             0.86012,             0.86812,             0.94308,             0.54854,            0.030163,            0.017409,           0.0055628,            0.004951,            0.004951,            0.004951
                 104,            0.017234,           0.0091912,           0.0015823,             0.79349,             0.95491,             0.94384,             0.58031,            0.028988,            0.017517,           0.0059407,           0.0049015,           0.0049015,           0.0049015
                 105,            0.019477,            0.009373,           0.0013805,             0.77258,             0.91273,             0.93178,             0.56921,             0.02885,            0.017189,           0.0070821,            0.004852,            0.004852,            0.004852
                 106,            0.018264,           0.0088398,           0.0011796,             0.82377,             0.84764,             0.89363,             0.52965,            0.028335,            0.016934,           0.0078126,           0.0048025,           0.0048025,           0.0048025
                 107,             0.01708,           0.0087486,            0.001129,             0.78965,             0.85895,             0.88907,             0.52553,            0.028109,            0.016997,           0.0080322,            0.004753,            0.004753,            0.004753
                 108,             0.01729,           0.0084046,          0.00096057,             0.83248,             0.78358,             0.87696,             0.50875,            0.028042,            0.017077,           0.0083842,           0.0047035,           0.0047035,           0.0047035
                 109,            0.018601,           0.0093363,           0.0010777,             0.82228,             0.77622,             0.88581,             0.50432,            0.028843,            0.017486,           0.0082759,            0.004654,            0.004654,            0.004654
                 110,            0.018333,           0.0092086,           0.0014259,             0.81977,             0.80879,             0.89886,             0.52928,            0.028805,            0.018021,           0.0081789,           0.0046045,           0.0046045,           0.0046045
                 111,            0.017918,           0.0086146,          0.00091407,             0.79897,             0.83093,             0.90206,             0.53861,             0.02841,            0.018425,           0.0077306,            0.004555,            0.004555,            0.004555
                 112,            0.016579,           0.0088304,           0.0012345,             0.84562,             0.83828,             0.91617,             0.54829,             0.03024,            0.017903,           0.0074199,           0.0045055,           0.0045055,           0.0045055
                 113,            0.017338,           0.0089092,           0.0014202,             0.83608,             0.92449,             0.92494,             0.55762,            0.029538,             0.01808,           0.0073179,            0.004456,            0.004456,            0.004456
                 114,            0.016454,           0.0090655,           0.0013893,             0.83291,               0.883,             0.90796,             0.53497,             0.03036,            0.018148,           0.0078528,           0.0044065,           0.0044065,           0.0044065
                 115,            0.018373,           0.0087185,           0.0013649,              0.8069,             0.92272,             0.91721,             0.56275,            0.029337,            0.018389,            0.007482,            0.004357,            0.004357,            0.004357
                 116,            0.018395,            0.009101,           0.0011634,             0.78499,             0.90339,             0.90691,             0.53444,            0.028406,            0.017904,           0.0075642,           0.0043075,           0.0043075,           0.0043075
                 117,             0.01484,           0.0086011,           0.0012421,             0.91508,             0.80162,             0.91146,             0.52473,            0.029538,            0.017978,           0.0071699,            0.004258,            0.004258,            0.004258
                 118,            0.015804,           0.0083224,           0.0011524,             0.87725,             0.82083,             0.92245,             0.53955,             0.02987,            0.017799,           0.0079242,           0.0042085,           0.0042085,           0.0042085
                 119,            0.016103,            0.008449,           0.0011586,             0.88528,             0.84522,             0.93184,             0.55015,            0.029283,            0.017738,           0.0074398,            0.004159,            0.004159,            0.004159
                 120,            0.015588,           0.0084549,          0.00091372,             0.86883,             0.81263,             0.91089,             0.55717,            0.029949,            0.017954,            0.008082,           0.0041095,           0.0041095,           0.0041095
                 121,            0.016352,           0.0084668,           0.0011786,             0.86707,             0.81507,             0.90682,             0.54053,            0.030427,              0.0179,           0.0085804,             0.00406,             0.00406,             0.00406
                 122,            0.016204,           0.0084798,           0.0012347,             0.86456,             0.80481,              0.9108,             0.54964,            0.029498,            0.017976,           0.0086765,           0.0040105,           0.0040105,           0.0040105
                 123,            0.014872,           0.0077799,           0.0012372,             0.91604,             0.75505,              0.9037,             0.52037,             0.03023,            0.018311,           0.0083919,            0.003961,            0.003961,            0.003961
                 124,             0.01623,           0.0081007,           0.0010484,             0.78825,             0.91002,             0.91177,             0.53365,             0.02928,            0.017737,           0.0077188,           0.0039115,           0.0039115,           0.0039115
                 125,            0.015676,           0.0079675,           0.0012992,             0.80951,             0.91672,             0.91559,              0.5534,            0.029469,            0.017758,           0.0069482,            0.003862,            0.003862,            0.003862
                 126,            0.015418,            0.008176,          0.00084775,             0.84351,             0.86573,             0.92281,             0.55063,             0.02874,            0.017997,           0.0066688,           0.0038125,           0.0038125,           0.0038125
                 127,            0.014959,           0.0083344,          0.00098824,             0.85678,             0.89022,             0.93795,             0.53986,            0.028718,            0.017873,           0.0065126,            0.003763,            0.003763,            0.003763
